id,allmusic_id,musicbrainz_ids
967,mt0047849272,['ab2a1bbd-b5f7-4b01-be93-b53191366e1d']
968,mt0041313400,"['5b065f07-50c9-40d5-a19e-f26cfe0f5fb8', 'd93ddfb0-2d78-4d26-ac77-065b74ee79f0']"
969,mt0041313402,['151e54d5-e097-4487-aeda-6319685a9f16']
970,mt0041313403,"['608289a2-f96c-495e-981f-5a2e0fa212da', '7454ef1d-b375-4f28-a767-465c30a75760']"
971,mt0036366965,"['e9fdef55-5556-43ad-a952-7f7efc0838e5', '5b20a0ee-4ad4-4da8-a03b-2d646c5e0a31']"
972,mt0036366971,"['be884240-99ba-42eb-8436-b138ee825a48', '5828b5e8-4848-4cb8-8f41-66d97616460c']"
973,mt0039941010,['3a3367bb-eab2-47ce-aaa2-a6b4a54e30cf']
974,mt0035647808,['db682e0d-b736-47c2-bbeb-ed2dc8a8d8e8']
975,mt0035647813,['998ee0ce-d3af-4efc-a4aa-cefa47227f51']
976,mt0015668636,"['00a67b59-42bd-40d8-abb2-0deeafbf92ac', 'dcef2b0c-1993-425d-9118-0cd72c16c93c', 'c0df6265-483b-4eb1-ab8d-6803a7e7c8bb']"
977,mt0048460048,"['4c0c0870-3440-425d-850c-ad2e0c4ac135', '1d3724ea-887a-4161-b64b-d5f981b55aee']"
978,mt0048460050,"['260d1fe4-33a0-4bc3-82cb-7437be1e3ac9', '5ffbacba-7640-4926-8399-080407cab1b8']"
979,mt0048460047,['d042b069-5cfb-458b-a3c4-d6855c215b3f']
980,mt0048460051,"['a9acf7ae-a338-4201-ac9c-c8a19544e7d5', '25ca4279-b131-484a-a6de-98152dd7b5ce', '6cabe74b-66b2-470b-9868-c51b8a29a665']"
981,mt0041799551,"['c25e5fc4-bfaa-4549-9154-0d0f130d43a7', 'bd6d24db-e6ae-4d75-8d49-cf226ee56ad7']"
982,mt0054786420,['d8628cda-b6c0-4a0d-bf87-a6d52b893692']
983,mt0053022898,['dbc45a58-2faf-4a89-a653-98ea2d5e766b']
984,mt0008004289,['e3e56a14-9e96-4f98-bb13-d05f5ee490aa']
985,mt0004016602,['cc4333cb-6a13-4004-8db1-94562c290ba8']
986,mt0003499764,"['5d53336a-c864-4efd-802d-bf5cae5319a1', 'd487e8fb-4441-4e84-87e6-9df5ab83cc0b']"
987,mt0063050803,['9884a7a8-a240-46b6-99b7-0e20c9da8a9c']
988,mt0063050801,['f5e2d151-5ab0-4d37-b062-6253bf123491']
989,mt0063050800,['e310bad1-da9a-4a11-991b-6eb650156be3']
990,mt0052638641,"['4905135b-175f-4c7b-8a3b-323d8d0226aa', '44d5d88d-4337-4558-be65-0c933b054ea6']"
991,mt0052638640,"['4905135b-175f-4c7b-8a3b-323d8d0226aa', '44d5d88d-4337-4558-be65-0c933b054ea6']"
992,mt0052638643,['4fbdbee5-2c9e-4aa1-af1d-4cd6abb3b606']
993,mt0052638642,['c8b78687-c872-4e3d-aa3e-6404abbdc3e0']
994,mt0047852046,['26efefa3-582a-454f-8620-a2e596076bf7']
995,mt0047852047,['ed0b43d4-3ad4-4538-ab4d-06b81545427e']
996,mt0000451796,['5dfc4d5f-1c3c-4fd5-a558-7c312cf37046']
997,mt0048898292,['e3e56a14-9e96-4f98-bb13-d05f5ee490aa']
998,mt0002044939,['d1922ebc-8ced-4d0a-841e-7b19e549d7c4']
999,mt0003722134,['d6db1d3f-d257-41d6-8ff0-2a2b4da79132']
1000,mt0001157868,"['5d53336a-c864-4efd-802d-bf5cae5319a1', 'd487e8fb-4441-4e84-87e6-9df5ab83cc0b']"
1001,mt0009504295,['d487e8fb-4441-4e84-87e6-9df5ab83cc0b']
1002,mt0009504294,['5d53336a-c864-4efd-802d-bf5cae5319a1']
1003,mt0001682363,['06e90e2a-ac3e-4ada-8ecd-9d5105166059']
1004,mt0063050802,['cc68bfea-6954-4852-acf0-4898a5808285']
1005,mt0047852045,['f2c3871c-0b90-40e6-b60a-d1b0f9182922']
1006,mt0032718176,['473955dc-e72d-41db-bcc6-704ab950d4ca']
1007,mt0001535119,['65be4044-29cb-41ce-932c-359a1bb3eda0']
1008,mt0041012968,"['9079e6ae-66ea-44ae-a9d8-799d84962f7b', 'd3d6bc56-adf9-4c66-aaa7-60dd6990c7fe']"
1009,mt0001686521,['512ba57b-558e-4879-bbda-26835ceb533d']
1010,mt0041012971,"['defffdc9-3de8-44ae-8d84-f9a4d2946e94', 'daea602d-e1df-44a7-ab1c-89bab89ec829']"
1011,mt0041012973,['3cede4f5-a57f-469f-a210-dcf10da7049f']
1012,mt0041012976,['22a5bac3-6d31-4f4c-9546-8641ed9817f3']
1013,mt0032559654,"['d6ceea2c-d054-462b-8bc3-26628300774b', 'aafe1c31-7506-40d6-bf41-44a6c5c2ed13']"
1014,mt0031088967,['3f8c0a6b-d7ac-4374-a3fc-f4bc1439b138']
1015,mt0018764013,['1fffa111-d3de-4abf-ad7a-d6847259ca6e']
1016,mt0005334067,"['af8219a5-4372-45a6-8b5a-67a84d2b7ca1', '5837ace1-1da1-451c-855d-66170b74e154', '034cfa81-c705-4dea-93fb-8a412c1354d2', '0f1fc6e8-5fcf-4a64-9c4e-f9cfa15f7621', '154c65cf-4ff7-4317-84d0-de4a990a510b', '62ac4632-9678-4ae4-87f1-f258643d1371', 'cebc22e7-dba1-4539-8384-2edf3aba14b8', '689d452b-c455-43c7-9f51-ff7eacdc40b1']"
1017,mt0003391349,"['63729a3e-8eeb-4085-885d-359900451a6e', '0bdca629-9843-4bae-8ee1-634d1edb985b']"
1018,mt0004193236,"['8783fe10-ffff-4913-9d05-c240c6e7dfcb', 'b456f538-30b7-41f4-9f07-8a20f39946dd', '428f4f05-170d-4d54-aa39-7efc82e27fd6']"
1019,mt0003865297,"['3a2674a2-8e11-4ba4-a4b8-e9be1c0b40e8', 'be73af6e-e11f-46ec-aff9-62b7121b953d', '8078ec61-1715-4a53-8821-6534eebae993']"
1020,mt0015720144,['5e85e101-edb4-4314-98c7-4aba3a77264c']
1021,mt0001095262,"['ead00651-2a03-477c-a301-d0177481be8a', 'e76f4fe6-af8a-4eac-aac1-77717047171c', '867266cb-6e9e-4b44-8d6f-b83de6b8a8f8', '2db9d51c-ad4c-441d-b444-f112962b3661', '40d5d6ae-f552-4a15-9373-59b42d531cd5', '00adcba7-24ed-4cec-852c-0def55806041', 'd7b03bc8-609d-4e3c-a39c-40ac7c84f6e1']"
1022,mt0021591720,['45fa6dd8-71d1-432a-9bbf-4d5b8aa2866d']
1023,mt0057200386,"['af118433-8fd4-4aa4-9d70-272d7119854f', 'd0ff89d2-519a-42aa-acde-cb53f0c7b8ff', 'ef555ddb-a221-4363-be8d-e73c5790a310']"
1024,mt0055724870,"['387b9387-8d6e-465f-ac6a-71030fcf15a1', '5b18120c-a77a-458e-9535-aba669045e34', '1dfb6e08-e225-43c8-8c1b-a182e25c16ba', '3cd720d3-df2c-42a6-a0be-9623c8318c1f', 'e8bc975c-461c-44d4-8824-e7fba95c5965']"
1025,mt0041012970,['e403bb7c-bb14-41e8-a1ac-0d5b759e52e1']
1026,mt0059784585,['8e85352d-03d7-46c6-a3a9-46fb5b1cf4f0']
1027,mt0003440265,['783ffbce-38fb-4ca7-a9f2-a92affe4137b']
1028,mt0005050509,"['80d4fcb6-759a-43c8-b174-8e9653603e37', '7b46ac3e-8938-4b0b-92e7-d1c00995e57e', '1c79319c-3cd4-403f-a17c-72db43a8f3ce']"
1029,mt0003083887,"['0f15356c-26f0-4a66-8f1a-1bede17b2d85', '90501c21-59b0-4a69-a00a-197fab76af6a', '1f3f7a6b-afb3-4a26-98c1-da96441ae57c']"
1030,mt0009371123,['7d6b7555-2969-495e-8f83-e4a8379c6afc']
1031,mt0006866128,['dc5d6d8a-b521-4e1c-ba58-4afa8b8d551d']
1032,mt0005297388,['69ac57d3-eb0b-4204-b2a7-7cecc19e8f97']
1033,mt0012734651,['aa464457-3211-452b-9c04-4fd31af55185']
1034,mt0003186981,['4d35c2df-313a-4777-8b5b-4c9891cd59e9']
1035,mt0005638625,"['468061be-8cd0-433d-a55d-71d538024655', 'e29d3b54-9366-409e-99a3-a645eba4aa6d', '26fc0b33-84c0-4590-b051-4b560c709470', 'bf2261d3-e4ba-42b8-ac87-9bc4b2c62dc2', 'e40b946f-6060-4c9e-882f-8dc63af39346', '7329478e-b09c-4e2f-abaa-c47fa8903c36', 'aad8ff6a-6032-418d-9c2a-9455f6277b3a']"
1036,mt0054151704,['522555d8-6d1f-469c-8405-b4aad81c603d']
1037,mt0001061051,"['53b13ae6-d734-4d90-aa2b-39049054a72d', 'a595d998-be47-476c-8fdc-517fd7f603b2']"
1038,mt0005544973,['4edf84e2-52b4-41b6-b755-4f599fa715b8']
1039,mt0051083165,['9d10675b-6036-4aec-bd98-abe8ac7a2f5d']
1040,mt0003834262,"['883d08fd-c7d4-4f68-ae87-78c6a81ac0e0', 'fa857407-3ba9-4100-a011-ddf6c5469140']"
1041,mt0015615758,['919a4746-c608-449b-8ceb-a1c7d6041b3f']
1042,mt0040884723,['debe7bd8-9415-4263-872c-542c60b98ec9']
1043,mt0051083152,"['5183ea80-56a8-459b-a1e3-3e88d9e22ee7', '24aefcf4-d0a3-4c57-adb7-ad98e8890ef2']"
1044,mt0033479812,['e964aa3b-db50-41aa-9ce8-aa0af93b0547']
1045,mt0011607266,['33efbd05-a19d-4ea5-b9e8-e662c57b34c0']
1046,mt0051083166,['33059d6c-0215-41ba-8fbe-479fffe5103f']
1047,mt0003847742,"['68efaab5-d33c-4c42-a9fa-78264dac26f3', '939b1a39-bb5b-41f6-85a2-7b6c9dec7226', 'f22dba45-2f45-4181-b9d1-fd50f95a6dee', '17ef355a-3a1d-43d4-9a3c-e4a41908faf0', '5f27e168-91f3-4c08-b729-53fdd8073d06']"
1048,mt0015735640,"['c3269fa6-0aa4-4285-9b7d-9eb7b57236ad', 'f5e5e53a-35f4-4c3f-8023-f6310ad4245a']"
1049,mt0000673104,"['11578375-76c9-4c0c-aa18-63a9da075f9e', '315e765c-8dfb-4179-abc0-a0b8142fe460', '940d5556-711e-43ea-b530-42191014eb09']"
1050,mt0001609442,"['a6905b9b-9562-4c9b-9a47-d44ef218b1ab', '34568fed-36f8-4f80-8183-4c0a0560c103', '6eece9cd-9379-400a-b0a9-f6430f06fc1c']"
1051,mt0035588276,['865951ca-1579-4fcd-ac4d-31f689783f68']
1052,mt0001943810,"['ac819d73-c334-4839-b6f6-731033d13752', '1cf0448d-e6e0-47fb-b417-086d0ef22459']"
1053,mt0003563536,['bc4e5d06-75b6-46b0-8872-e03df15592fa']
1054,mt0002747244,"['49be5b7e-a8f0-48df-b3fe-2e3046b44f66', 'd01d4fd0-07ca-4e08-a3a2-b2ceaebc08e3', 'a5f6da58-03be-41e0-b547-0abc972fa934']"
1055,mt0006726453,"['0228da37-548e-495a-81ed-81fe02612804', 'd4271535-d48f-41d4-a05e-a273e76a76b1', 'd6d6773e-83a7-413e-b79c-7d680356211c', 'a46c8eae-45a0-484c-823d-acba3b11e7af']"
1056,mt0003999199,"['2dd4a667-76c6-4134-b425-9346a3e9f281', 'ce314ebd-5508-4012-9bb9-fcf9a0cc11f7', '15f5a3b6-caf7-4a28-9ec0-ba6c54c17da9']"
1057,mt0012567690,"['7f974928-d5fb-46df-a60a-fe89e2b360b9', '1026ec34-c009-4d27-9d32-c701c995eaac']"
1058,mt0028362195,['9342352c-9a0f-45c5-bc05-6dec6c7af28a']
1059,mt0010805114,"['15247e9f-7dee-4529-b718-298d139f073d', '911e8dc7-43fe-4885-8a72-b6792063d22c']"
1060,mt0000163456,"['1e0a51fb-1a8c-450c-99a5-d76fda00254e', '57aa3f57-76e6-4c68-8878-14d147e6c58d', 'f9302081-1d06-4153-bb65-96f400cfd623', '44f670ac-fe1e-48c7-9b33-d0676f6e195c']"
1061,mt0030477419,"['1f6facfa-dc79-4298-b2e4-213198cf9bf6', 'ab8b5503-4d22-4f35-923c-b88b077737ff', '2b3cb995-8805-4cf1-ae70-e9e482d89058']"
1062,mt0048350124,"['2dd4a667-76c6-4134-b425-9346a3e9f281', 'ce314ebd-5508-4012-9bb9-fcf9a0cc11f7', '15f5a3b6-caf7-4a28-9ec0-ba6c54c17da9']"
1063,mt0030237327,['865951ca-1579-4fcd-ac4d-31f689783f68']
1064,mt0014925409,"['b4e998cd-eb14-4657-be26-f245b7766a96', 'f4a1ec8a-c3f5-4241-9cae-e96e91bf86db']"
1065,mt0008393513,"['68efaab5-d33c-4c42-a9fa-78264dac26f3', '939b1a39-bb5b-41f6-85a2-7b6c9dec7226', 'f22dba45-2f45-4181-b9d1-fd50f95a6dee', '17ef355a-3a1d-43d4-9a3c-e4a41908faf0', '5f27e168-91f3-4c08-b729-53fdd8073d06']"
1066,mt0001227364,"['1f6facfa-dc79-4298-b2e4-213198cf9bf6', 'ab8b5503-4d22-4f35-923c-b88b077737ff', '2b3cb995-8805-4cf1-ae70-e9e482d89058']"
1067,mt0002964452,"['a8e800fd-c39c-480c-b9bb-79c66d590e97', 'e01e7eb0-40a7-4ad8-8765-c1cef682742d', '4c701c4c-0bda-4b11-9ec5-56ab56762e10']"
1068,mt0005208964,"['c2563b5c-18b3-4678-accc-4e99591f1e66', '9961ca36-ea16-4ab1-a291-9a2ddb7527b7']"
1069,mt0014922835,"['31e4d206-b260-4273-b4a3-c75136427225', '7de88dc7-fd4e-4927-8155-88c035658924', '488af682-7f48-4a1a-a6bb-54f3ad7fc94f']"
1070,mt0031023439,"['c315c2b9-c6ba-4787-afd2-542ef7fd5c54', '6f31b6b8-b300-4b2d-85f9-8707c8ac3411']"
1071,mt0036305613,"['ac819d73-c334-4839-b6f6-731033d13752', '1cf0448d-e6e0-47fb-b417-086d0ef22459']"
1072,mt0052240253,"['705ba912-c18c-4268-baef-0ebe8c42e903', '4c943f49-27f4-4c3f-9144-357afef07a42', '9f1e6512-5fa7-4d46-aebe-8ff2f2c7272e', 'a348cd4c-deb6-4ebc-95f8-27bdaa58808e']"
1073,mt0050745896,"['8968ef75-d1dc-4ffc-8649-27eb361224df', 'd788814d-e8e9-4aaa-8612-6e11c140b1cf', '5d25192a-88cd-488a-add6-9cfc33392bbf', 'cd5253fe-1179-434b-88c6-366c89a1b696']"
1074,mt0045056602,"['6db98d35-93ac-4d18-94ad-efe2a7187c76', 'd0d03e10-2d25-4a43-b4c6-bdae3355e0b7', '683c61c4-3768-4b47-a4e5-8bc01001a010']"
1075,mt0050501868,['3bbb8163-a676-4234-af5c-57846b9137ee']
1076,mt0048031904,"['66ffa0a5-84c9-4b87-9001-26e34b63b33c', '5e62fa50-4b98-4428-a5d0-a5d2b85834bf']"
1077,mt0050745897,['69569e0d-47db-470c-b3be-25e5df6e1190']
1078,mt0045056597,"['ed9f9812-b895-45ec-bd1f-ed2c9897ba8a', 'cce7a92d-d658-41e1-82e4-99645d3f540a']"
1079,mt0045056599,"['c63c42c6-f1c8-48a7-9c35-36fc7cc901f1', '18c1c7a1-5d27-48bc-9bb7-a6a911469b6e']"
1080,mt0057114750,['2bc2a393-b2a0-473b-9e39-f68cbe39dedf']
1081,mt0053762917,['713ed643-9327-4ce9-98f1-a5e94b8230b4']
1082,mt0053762916,"['4499c59a-687d-41bc-b859-cfae27a02094', '869aa4b0-4041-4dba-9773-f93c6b524a77', '6d71c5d4-97b0-4783-9aaa-18f9b200a53b']"
1083,mt0053725485,['d29085e9-6b1f-4a67-9738-2a91e8e5af83']
1084,mt0057728617,['9c43a134-5d53-401a-b657-759fe4950af8']
1085,mt0057626504,['7cf6a4be-8a90-47de-b0bc-a99446f25d84']
1086,mt0057549497,"['ba0da454-6dfa-4bcc-bc0f-1e5a4a0a4097', '4a65ea78-3640-4c28-ac35-fd5acba92656', 'fe0e6395-d5ef-4eb7-b207-69053279c562']"
1087,mt0053600268,['04308fcf-f9eb-42c1-9d77-5301f432fdd5']
1088,mt0053762915,['0a18ad99-62a1-420b-aacd-4c9c5976fcc6']
1089,mt0053802216,['f04e7c01-1e87-4bac-b7af-788818ab6b07']
1090,mt0053724778,['20843b12-0536-4f84-847e-2278979e88ba']
1091,mt0053572764,['2f211c74-2869-4c15-89f3-b2113737755d']
1092,mt0058409559,['11f1997a-dd02-4d69-b894-131b40f25204']
1093,mt0050745892,['6589da82-d445-41fb-8fa0-8e14e2e360ba']
1094,mt0041433739,['3c864e68-d202-4f23-a1ea-041663d1fa4c']
1095,mt0000411293,"['c922f1ba-ae0a-4bfe-8a2d-359fcf197bfa', '6e9ee810-852b-42ff-b6b1-63d5abbf35e7', '39316448-933b-4c72-9a81-c454abf071a3', 'c06bf33d-5821-405b-915d-9a21b1daa763', '85572660-5c1b-4176-89b1-f4c0bbaaa331', '2daedeb1-5cf1-47b6-90f2-18838612696a', '6a6f1363-a830-40af-9224-cdf42d90b8d6', '385510f6-361e-4f9a-8973-fe4de00b0a42']"
1096,mt0003075389,"['c1a0e49f-607c-4f88-9f15-fecffbbb5da9', '764c4499-1b56-44db-88d8-70d1f3cd20ab']"
1097,mt0002894604,"['26a3fa0b-d242-4748-b310-746b61c1955d', '25e61fac-6e98-43bd-a663-2f7874742298', '7289273f-0bd4-4f89-a2d3-de9a635849f6']"
1098,mt0003619165,"['e9d5b535-e727-41d8-826f-8051d3c1be71', '7b90cc43-83c7-4f81-95fd-e134b07b964c', '32240c88-4477-4b08-8069-b40ff6c6bb04', 'c3e60bb6-7ce8-4db5-b479-3e96b576b832', 'df8a84cc-54e9-4eb0-a48f-decc94f6c3d2']"
1099,mt0007479750,"['62e33740-f560-4850-9617-dd2c74e4479b', 'd9e45bac-bc18-4f53-82fc-861ec52a935c', '2bf9e138-8740-4774-81af-4d583a86db5a']"
1100,mt0002333835,"['069b0baf-0dd8-48da-955c-3c7ff2a54365', '4acb354f-19a4-44f8-8c2b-cc96b442565b']"
1101,mt0005603608,['73bfdd8f-56ce-4b4a-8aa5-462524213759']
1102,mt0034800536,"['426db36b-0d29-4b87-9592-3d7b44eda68f', 'c48c503c-13ff-4ad9-862c-8c6a51fb10d8']"
1103,mt0015508525,['7458034a-dc78-4726-b3a3-10e747f85975']
1104,mt0008841205,"['dc5f9eb9-d3da-4d2a-b4ba-bf75b7ebf9d9', '99110756-2a3e-48ef-b832-96a44ddfed96']"
1105,mt0042573245,['301f24fd-5d1a-4607-bf85-dd1b7e50e86a']
1106,mt0039663033,['bc04ef9a-29fb-4e74-b07b-d5fa770320bc']
1107,mt0038568888,['1c58efce-c2b3-4ae1-a697-3f3fb9b7dc45']
1108,mt0038568890,['1c798adb-4b5d-40b9-bfd3-f0759940fc20']
1109,mt0038568895,['621a2a18-4618-46a1-9c64-8b69d1cff1ee']
1110,mt0038568886,['f147004d-2e2b-4069-8d79-ea38291296de']
1111,mt0038568887,['9d43b3cc-51f0-4201-b190-c1c6a9275ce9']
1112,mt0038568896,['1b818a50-0b42-4af2-bc1a-20e4c4509289']
1113,mt0007826883,"['8319c8be-dfbe-4757-bd3b-2287334b509b', 'a35ead72-c064-4ed7-ba3b-983aecb13353', '8d2f91a2-3635-4e0a-a4df-64a42218136e', '6c5c4d96-faa6-41a5-9065-354f7d3322f1', '4393e7a3-466f-414a-ba6f-2e0711ab9f91', 'e3b6b4dd-249b-4b72-9af5-651a6d62f0f0', '8449ed1c-3b49-44da-8e47-ebd90e78e7d3', 'e89a34e5-5b7d-42e4-9ef3-933a1b58434b', 'd18fe5ee-18fa-49c8-ac44-4ce485ebbe63', '3b76b78c-108a-4863-9471-5a7b96ab2595', '7acba8e8-bba2-43c7-bd0c-492b82e7f2ee', '8aa881a6-e672-4013-9603-e9b6e486ada2', '4d33c013-e200-4d66-9b39-40378e646302', '0736b6be-2559-4c81-8025-1c9979633860', '23e8b17f-12dc-4dde-b55b-175ab2639a1f']"
1114,mt0002631200,"['acb8605c-9d3f-4183-a39a-1c36b9919772', '231fe3ed-c6f6-4e3d-92cf-21597798ae05', '420a41d0-ab5f-4abe-b55b-9bf9de7f69b3', '597fe27e-148a-4662-b6f5-d188909404c1', 'd4b50e15-8e01-49a2-8c5a-7523358d07bd', '3aa85a1b-9e87-4e9b-baa4-1bd157472c99', '6e7f8c62-303f-410a-8048-913e497ec810', '3c96c1f9-3f22-48e1-bda2-d2e29cb7c894', 'ee077e7d-8ffa-4b6b-b4bc-52ef9c7d1844', 'b8879f78-aaac-4f1a-a365-b990af1982a6', '931a8cae-f3bd-4dfa-b321-33135ffb8ae6', '8aca6dcb-7d09-4689-ab41-cb3353f50ea7', '7ca43f65-7570-4fe7-89c0-daf2fb273532', '663dd7e7-bed0-4125-abff-007425d58ce2', '19529149-988d-44ce-9e85-a14cd6ab8fb9', 'f2b7c489-91b2-4524-a200-8c850e2908f0', '5c3d67f0-26ea-4256-90c0-6c480530b1b9']"
1115,mt0010795310,"['2536a594-da4d-4968-8e2d-2f7abedf9066', 'e73dbdca-c8de-43bf-adff-24bff3de30d2', '9756d57d-211d-4676-8c91-5d832c3082b6', '14dd2809-1140-42dd-9130-0eab2c99f8db', 'f4e5bcb0-b227-4a27-b51e-94414bb07589', '0f04b819-5329-4b82-9f4a-44193d017d8f', '28d7d879-042e-43f4-a6e6-b244a5212633', 'b9821923-8cb7-4097-a174-e6b32137fafb', 'edcf6178-9be7-4a8a-a1e6-d1a4f4350fb4', '8fb96ffb-b654-4494-bb60-e15e11a7f3d1', '6042a031-15ee-4730-a9d9-e6e4dcd33c68', '866397e6-3941-44b2-a43f-4bc857ae196e', '753961e9-ac8f-433f-aace-3612ceba2b9c', 'a510a2f7-3ba3-4dcc-93b2-a94ac3353581', '32b059fc-d894-4043-ba4b-2803c0e0c2a1', 'efaad6e4-823c-4e56-8e12-d196819ce128', '27a47aec-a33f-4944-9d3b-1aafdf510352', 'ac2d462c-6734-4fe7-b2ab-7d8351474dd4']"
1116,mt0007770877,"['8fb519ee-697f-4f42-b462-7af555385150', '43923f02-7b5f-4e24-bc58-5f945f389bd4', '84bbc81c-7271-450d-b44c-7c06619d3532', '98b299a5-ad06-44b1-a315-7cb44d446e7a', 'c0aca077-fa70-473d-9e76-9517c6edd526', '51293506-751e-4280-93f4-253ca8c8ccb5', '060a7c48-adfb-4920-ba7a-800611fa1965', 'b8ed73f4-e08b-40a8-acf6-1b159947bc4b', '0d74323a-adbe-4d08-b695-f3b72817a303', '890809ed-2acb-49bf-94da-d43b547b5f24', 'c0575a28-1b50-4f9c-b2a9-365730580c61', '5ea2c30e-e175-472e-bc0f-0c8418f6e3c7', '31587ef7-83d9-4f2b-a83e-1a2d735f3bca', '91743446-4d07-49a2-9a49-2a8169166609']"
1117,mt0028364616,"['bc811a9e-6b9a-46e1-87a2-324d27bd2c5f', 'dde75f72-f2f5-45d0-8c02-b39cac73ebb9', '9f27c4f1-6503-4dd1-92de-576ec86e4cfc', '49c6532b-7ca7-4ab4-a57a-c64cf39ca0af', 'fd0b42e0-6b4f-4310-8cc0-2811dc61a616', 'd7ec71b0-440e-47fb-aff6-97232fb14a81', 'a288050d-90d6-4032-b782-f54f003e8705', 'ee6f0ef3-324f-451f-907c-6e35aecc4761', '86435357-026f-40a1-8ffe-d8d7d9bd971e', 'fc427c5a-89be-452e-8a10-acde89abb6d3', 'f90adc8d-a360-42df-aba6-8c475900d500', '491c0f0f-06d4-40d2-b5cd-2471d8667ae6', '30e0761a-e2cc-4ce0-a460-36fa9277c016']"
1118,mt0003283169,"['04bee21d-8490-47a8-aa6a-79bc47699c6f', '2cde7bf5-ccc1-41b9-bfcd-fcb8238e826a', '44e092e5-25fb-4c96-a2a0-a9e14c27bd18', '8d2cdd34-968a-4c8a-8c92-8be3b8b0ac59', '9b61f418-1b97-4477-a5d6-fb8841a42142', 'e12be515-f5bf-4484-b391-54a6d27b83d4', 'e4a6f5d2-c2eb-4b13-8572-a48cd3b1150a', '92581630-aa0b-42ad-b3c5-7486f40ed3af', 'e30ca538-4d24-4681-8335-a31935bb521c']"
1119,mt0010785125,"['0cb68c25-f74b-4401-8b88-fb6140fd52e6', 'a7f5a1df-970e-46cc-8a6e-7429a11a9115', '9d305202-f9e6-43e0-8639-e6a097379db5', '437163b9-db2d-493d-8674-96195cc93fb1', '5f8e2504-9c44-468b-8803-c22e95ed0640', '3b8497d9-0c9b-4e15-95e5-912db478188c', 'ce152a9d-ba9f-4dda-a6fe-27b724ce3333', 'de1f6494-be9e-428c-bb5f-079c171d7b59', '27089586-ad27-4107-9840-bda2a7940530', 'f931948b-db71-4d80-a4e3-4080e2a558e3', '115819c6-4b43-4889-9717-27be9eb86893', '600b6313-eb17-47de-8d92-fbe9d0e122f9']"
1120,mt0004230651,['24ef26b2-f154-40f8-9022-a51fe32a67e4']
1121,mt0002579051,"['f96df955-ce05-4cba-9fd4-ce11603f5e00', '81c6c5ff-7e70-450d-a0ef-692ebb9c2cbe', 'a3015eea-01ed-4eb2-ae7e-145f7e77add1', '54de2dd2-b168-449e-8d50-0d3c397a7014', '41af075c-6bca-4389-b198-4d0cda134728', '198e54a3-a768-4b16-afa2-f6e52cbc8103', 'dc2137d7-0793-4c50-9f00-162247872a12', 'fe7954c8-b4f6-48f5-a6bf-4651ef7aa63b', '2f006cd3-42a5-493a-949e-de1e1cc7a9ac', '161bbdec-89b4-49a6-80dc-c5a55f284093']"
1122,mt0002311193,"['3e029599-383a-457c-9158-0d21edb7d3bf', '0bdf4ba6-9383-49e4-b441-8098375f5869', '2f0bb627-c49c-4458-b1bb-296e6019c8f1', '8c1544f7-316d-4180-b48f-cea841f6d32e', '0fe7f898-0fa8-46b3-99e6-c4fb9ce5a909']"
1123,mt0007915212,"['3c345a56-8d88-47ea-9961-b0133a2755da', '17dd67bb-ceb0-4166-a5dd-ed046cb31a2c', '1efb4256-3a77-45cb-bdbc-2e1817ef9917', '294117ef-55ee-44ac-9e20-0d41edb27bbe', 'd77884f2-0da3-4341-b7cc-3c9beaf25257', '3c8b7c71-d437-46ab-8a28-1bc01fa94f1e', '906ffac3-c16f-4444-9012-b91cc3a74ed1', '35bb1ef5-53d8-4889-b9bc-f53af5860d5a', 'ad617266-048a-467a-ba23-ecd74464b18d', '1fd77fad-2470-4a68-8311-17003149e1f0']"
1124,mt0010785822,"['600fee6c-291d-4f3a-9668-ef2001f7fc86', '43e0fc17-b888-4573-ac9c-6b2d3a520cdb', '4cd72bff-f6f2-4c35-81ae-8dc0640ac9f2', 'aed49a20-d226-4f40-906b-d3d427548b78', 'a7d3ff22-9125-45f6-9dc4-a5ff46b13afb', 'bba29e1d-414e-448c-ad33-70259c4ccdce', 'daba4584-a132-44e4-b1d9-9e89277869ab', 'b53d58df-d0ac-4750-b4c2-366c44e0a7c7', '95e97a6c-0740-4d30-a3e0-3c8f35672232', 'c50c45df-49a8-4b73-8bb9-9a82238df49e', 'b6617f55-5ee2-4baa-bebd-148940d798f2', 'c0d76be6-b7bd-4096-85bf-cbcb29634977', 'adc9e19e-8352-4406-8ced-937cf39253f6', '6f268c21-9486-4adc-9b15-cef8123cea4b']"
1125,mt0007696634,['7110b904-c729-40a3-98ed-b48ebb55c0ad']
1126,mt0007976836,"['77bfb8cf-0d5e-423a-a8f7-9dbfcca00690', '59d6fa93-0221-4787-952f-0a7919bcd909', '830a40ab-5204-47f7-a988-fa799b731f8a', '30e750fb-d99c-4735-a363-7233922058fe', 'b2a9eae7-a09f-4ff9-80a9-4632113795ad', 'af6ba0ce-ac85-43ad-b738-2f0bac50b136', 'd69d5d1c-e02d-44ec-957c-28842ad96f64']"
