id,allmusic_id,musicbrainz_ids
617,mt0033121154,['3f0426aa-b90a-41d4-a144-af2f64ffcdd8']
618,mt0032609388,"['96af40d6-8108-4550-876d-f92d8326ab2a', '11c15bb0-29f2-4ffd-8fee-d48930e4d1ba']"
619,mt0016032053,['1417671c-3474-4d65-9a51-d888c811e3ae']
620,mt0043664664,"['4d564da9-9714-4641-8bbc-474a1e788ba1', '6b0862a8-9e89-4376-88de-22084df64683', 'ed84b68c-b22b-4728-8f60-40b9b0eaaeed', 'dcb5e18e-7153-4428-ad29-2895313af303', 'c15cd80d-9742-4b2f-81b2-48e7e415e34d', 'd09d059a-e611-46bd-b6a7-1d56cedddf78']"
621,mt0043664665,"['db5d353f-e39d-496c-a32c-083697ed04bd', 'de9e56a1-d515-4d32-b135-300356e6f5ca']"
622,mt0009548281,['3557acab-2498-46b4-b9e9-9943de0c057c']
623,mt0009548121,['7a6d48fd-a929-4f27-bf22-503fcc1ae260']
624,mt0009548285,['3524124c-c674-403c-995f-43a047c5625c']
625,mt0042468139,"['472822aa-1896-4c3b-83a7-27614c79c235', 'd30f40a3-95e2-4d04-a4db-9f38f6c459c8']"
626,mt0009548282,['f246263f-0cef-4fee-9a76-cfe7aa7067f6']
627,mt0009548286,['dae90432-634e-41f5-996b-c3c647c497eb']
628,mt0009548283,['fe2e6a03-b6ea-4217-bafa-b152c531ee70']
629,mt0043664656,['71757936-4276-40ac-92a6-7c672e53a654']
630,mt0009548130,['f246263f-0cef-4fee-9a76-cfe7aa7067f6']
631,mt0009548288,['01888e4c-20ca-4a2c-8771-b8234a9207fd']
632,mt0009548280,"['786f1fcb-7d6d-4911-ad84-bc09e141cb61', 'ec5c6cf2-9dcc-47d3-ab5d-b22d51a8bcd8', '9e37742d-5f76-4d4d-9abe-a02ebe174b85']"
633,mt0042817241,['fd6f4420-0ea4-4f73-b797-25ec32355786']
634,mt0042817245,['e2429ddd-67c7-421f-b1e4-7f121f183e44']
635,mt0042817237,['f7a24fb1-a470-4b03-8545-4022d771c618']
636,mt0042817244,['f56ea71b-d2cc-4500-a979-8afb70692f41']
637,mt0042817239,['3f6bd0a4-7dcd-4b56-b166-25d8ccac1f25']
638,mt0042817248,['db4d8f75-2edd-41ad-80af-1809060faba7']
639,mt0042817242,"['2a8c5562-72ba-460a-9ac5-4c9efdbb843a', '1ad1ec13-2a7b-4ee3-9655-e9410eb7c125']"
640,mt0042817246,['bcf28531-c967-4d8a-b244-2c4b03f4c299']
641,mt0042817247,['d341fae6-84a2-45c7-8fd8-3123037352a6']
642,mt0010247572,['63c4756d-88e1-4350-872b-d0c9c9b48fa4']
643,mt0010247569,['8ba3d548-941c-49de-82d2-5062dc4eff76']
644,mt0010247568,['ad169250-6a81-4052-b55e-622e9bf0f526']
645,mt0048399063,"['0b7afbd3-939c-4be1-a239-4e9765d4f989', 'c3dd04bd-1a56-47b7-8f8b-bfa75906bbb7']"
646,mt0048399070,"['47845e42-624b-49c7-a62a-803dd4af209b', 'c2c1b921-285e-4146-b032-9af9041b7d3b', '75331aac-7b0d-4af0-b1ac-1ae7f74e5582']"
647,mt0004681864,"['464017d5-97ce-48be-9ba5-1e16b0cee661', 'b4889b68-5dfb-40c4-ad61-02403e72e3ba', '44960250-3fdd-477d-85e4-931300f63410']"
648,mt0010247565,['f50e732b-5e2c-4b3f-aecc-941641811a02']
649,mt0010247573,['77e00fc7-4ee7-4ff0-af7d-88d57d2a2ffc']
650,mt0010247564,['59feef34-d11c-40e5-8e10-09329e0cb505']
651,mt0010247566,['fb282bf3-f559-4c3e-b946-df8d6dbcbef7']
652,mt0010247567,"['8b56bc70-f16c-4768-b8b9-291dd390278d', '543c1708-30a8-4707-b8a3-bf57a07233dd']"
653,mt0010247570,['e9d2b466-c194-4af9-b614-371c87f9eee6']
654,mt0010247571,"['2d5c8562-7908-476f-9dfc-aa7e210f3ed7', '84302b1d-93a5-498b-9cf8-fb86a3dceaba']"
655,mt0048399065,['10393f37-75a2-4fcc-8a1f-44a434b18aee']
656,mt0048399073,['1f9c3ed6-766c-45e5-b18b-74de39ac01d5']
657,mt0048399064,"['dfb2384f-f2e4-41ad-b1cd-40bb9ed252ca', 'f28d562b-c6c0-4c5f-b292-79662d5425f4']"
658,mt0048399071,"['e2ea725a-7467-499f-be09-277730f22a7e', '342bf029-4afe-4e90-8c6e-bacdef51e6b3']"
659,mt0048399066,['f69d6792-d643-49b5-b838-e7a21de2dae2']
660,mt0048399067,"['53c15add-b764-4eef-9d89-4f8223abcc89', '2e818232-c82a-47cb-82f5-c4eff9124bec', '3503aebf-0778-4b58-bcff-c48ac77240a4']"
661,mt0002011098,['300dcbd2-4b86-4c3a-98a0-99da9c4f4684']
662,mt0048399069,['66d2c5d6-b2af-44f6-8f83-a27a149122f7']
663,mt0019077055,"['ebf25e26-5454-44cd-9a5f-57126510e3ef', '40ed7749-5e28-4734-8bb1-d3a7fd26ecf4', '7216f86c-e143-42e5-ab34-c3a943dfbd88', '641c509f-78d3-4581-a997-cea399f08ac4', '656bc61a-c3ba-4be0-8866-e6cd0f81bc87', '790c07af-fff6-481a-a949-0bab3acc1586', '9bf030e4-6a74-45a1-bf3d-04e1edd05ef7', '8807d6a6-fc87-422f-99d1-71fda9684da3', 'afbd01f5-82b8-4678-b064-a150038383e5', '739f9403-b04f-4d17-adb7-53fbcb070283', 'ce41c9a8-36a6-4ab8-a038-ebb2588f8ba7', 'ecdfdcda-5e57-4fa9-9237-a1b57ac4e1fe', 'a41dea32-bd90-410b-8aa5-79c2f24601cb', '10fc7fa7-9f72-4c3c-8d30-cbbcfe1298c4']"
664,mt0003494057,"['5b9e0454-67f6-49cd-b6a0-2b1f77f69eb7', '52ec9ba3-5636-424a-aa89-8067b36e8c4e', '8300f68e-aaac-4ca7-aace-d5926ae7c47b', '83227d43-e82f-4484-9b71-74821b3a753f', '303548e3-943b-43bb-85e1-435f4723ee1c', '70fc5737-67cd-40bb-ad89-ad82f0302342']"
665,mt0009323024,"['a4a68bc0-34bf-471d-8f4b-9e319500174a', '54f79995-4e8c-40a5-8720-bc49775d92c0', '864ab3cc-1015-4bf6-b293-10710f1f8161', '3801f368-4574-4792-8ce1-35609ff03a58']"
666,mt0000753510,"['1050b739-9acc-4d79-a7c3-a7cc467de5f1', '1d4c51d9-c752-402a-b34f-c4a1e60a5fc2', 'c0e799ab-b359-48f1-9541-f63bb252498f', '46ebb0fc-2d4d-4afe-b235-6243896a1c83', '2482e3b9-ecae-4d78-947a-9209af6610a1', 'feb8fa0e-ead3-4008-8bba-592c4c5737b4']"
667,mt0004561655,"['f4bf6973-5eb5-48fc-abd9-99ec3337d207', '9858ea0e-0662-4d90-9c03-aed82a5436bf', '8d0c8bb9-2932-4c66-b884-46089a8242bc', '09f042a9-6473-4502-897b-59c8eb478d80', '2c45281f-ea38-4f91-821b-4c2cec69e7f7']"
668,mt0002272802,"['9b694358-14c3-4d8c-9dee-7fa8606dd8b4', 'ba1f4e0e-0f21-433f-a8ac-3fdecd12aa56', '644359ac-65ee-4db5-8fca-9ccf782fa665']"
669,mt0041033609,"['1eff7184-d1b6-4e0e-a515-0b3e2eb2a8fe', '5eb6c463-e246-4a00-a8f3-d3cc8f16b7cd']"
670,mt0052180065,['59bf5457-c5bd-4213-829f-dc336fd2d8e3']
671,mt0052180070,['8b38331d-6032-41c5-b910-35e949e52893']
672,mt0052180067,['f3c9f253-f00d-49b5-9003-6484453c7839']
673,mt0004178110,['f8e6cfa3-194f-4c50-ac93-aeef02005455']
674,mt0000617969,"['40ed7749-5e28-4734-8bb1-d3a7fd26ecf4', 'ebf25e26-5454-44cd-9a5f-57126510e3ef', '7216f86c-e143-42e5-ab34-c3a943dfbd88', '641c509f-78d3-4581-a997-cea399f08ac4', '656bc61a-c3ba-4be0-8866-e6cd0f81bc87', '790c07af-fff6-481a-a949-0bab3acc1586', '9bf030e4-6a74-45a1-bf3d-04e1edd05ef7', '8807d6a6-fc87-422f-99d1-71fda9684da3', 'afbd01f5-82b8-4678-b064-a150038383e5', '739f9403-b04f-4d17-adb7-53fbcb070283', 'ce41c9a8-36a6-4ab8-a038-ebb2588f8ba7', 'ecdfdcda-5e57-4fa9-9237-a1b57ac4e1fe', 'a41dea32-bd90-410b-8aa5-79c2f24601cb', '10fc7fa7-9f72-4c3c-8d30-cbbcfe1298c4']"
675,mt0000243305,"['58abdac9-4e2f-4125-b7d1-f81b161608f6', '234f92d0-bfa8-4ef7-9457-73ca7f8de4d3', 'd352abae-6369-40b2-b2cb-373c22071c59', '2a898367-2fa2-4880-9ffd-d1e1dbc5fb9c', '9191831d-e652-47a9-abea-fdae5b0f90ca', '8143cca8-04a2-4312-b27a-9ca27688a9e4']"
676,mt0003202596,"['d2ede24d-fa5d-44ff-8724-c0b6af66a1f6', '6c06ba85-b26b-4ab8-ba7a-eb8cd9575431', '091bb8a8-295e-4fbe-82aa-37fe5dad14f8', '4b7e7996-7503-455f-b423-a47803f0755d', '37fe416f-5270-4a47-8824-f1659d2e103e', 'b82d9ca5-5744-4aae-9fc4-beb6c6d011cb']"
677,mt0052121002,"['4005327a-732c-4b5b-9566-8146bd35f725', '638ed6c4-4616-47d6-a366-ca103886ce04', '455288e5-8ea8-4803-8610-4b1ef0dd02aa', '5a3e8a8a-9973-445a-a6f3-f8363d252848', '3bac7ad6-2cad-469a-abc0-ca14eea3bbfd']"
678,mt0052120985,"['a745a523-b3c9-4424-b83d-541c1497e72a', '800a76d0-d1f0-4d43-b7f9-8eed9b88aa34', 'bb7da9ce-b5e3-4ae2-b297-19fcac83f780', '8e5d4c68-c24b-4d9d-b4de-76b7360a3c06']"
679,mt0008508004,"['ae6a859d-8d24-4258-a7c5-c517b4d02347', '84e62e83-6192-4371-9698-ca4a0314feb5', 'b399118d-f6c9-48ae-957c-bce285a26650', 'cc58caf3-fa49-4377-b54d-24536df33f09', '2eac1984-7399-4660-8f9a-f8996e9b6c6d', 'f8227915-f6e1-4e35-baf3-2f3dd2b97c6f', '79ec384e-62ce-4bed-9055-3a51097cbd31', '700a782f-4a94-4e7b-b735-e28b69ec96b9', 'ce57a418-a8e0-42f0-a902-c20146a9caf7', 'c54da402-2221-45d8-9dd4-b1b6cbba3ca3', 'e7433a07-d176-486b-90c8-434fcf44de43', 'f1258076-7d1e-4666-b5d2-d0e5d8a9cc3f', 'd671a4d5-c248-42b5-a92b-ca451a5d2d93', '5ed99256-0c72-4714-a93d-0b4bb60e8a3b', 'b0c028ae-839b-4021-9da1-31ee17517633', '28c6dc8d-6d2c-49e3-8efd-c8ea89e0de9e', '55764983-58e4-46a4-b03a-33a5b5b16b8e', 'dea31a87-261f-4d34-a7c1-879e54b90439', 'c7aacbf8-1eca-4917-9174-ff81787eeb4b', '8d1942c6-ae78-4c20-8d90-13eca7a8b25a', '37d8f315-19d1-4929-9337-441cffc9cab1', '22c63620-9cf3-4f7a-9863-353f2157dbcd', 'a6e5f9ac-52d4-4e7e-9a94-a18ad6439290', 'cab1466f-2fbd-4adb-8ea9-ddd42ac243f9', '5b3b6cc0-03fb-49a7-9d4b-1905a3aff268']"
680,mt0010511222,"['d97ef134-b3d4-4386-939a-8e8e3ec89717', '68fa161f-1ca7-43fc-a7f0-1a0c27bbb483', '38541629-ca26-45eb-8505-b37e4816e1a6', '0edce8b9-0638-45b5-825c-8da2d48d4659', 'e0aca789-fd4f-487e-b582-b9b3e23951cd', 'f8438b73-ae40-4bf6-aefa-9a202ad9dd7d', '6caba2d6-eec4-4536-8d87-2d64f929596e', '1740a9c7-6b71-4590-aaa6-bf0668833149', 'e1befe40-3d67-4587-96a3-63e7b0317d30', 'dd5c3a0f-2c66-45a0-bcc1-c57474800bee', '38f2b950-7701-459f-97b7-50d2e8e8b8ad', '3c75399d-2232-4942-9b95-024b7223382a', '59403695-2b37-4348-8577-7589083b0c39', '7b8f6d4b-8859-485b-9685-ce2d6a416b0f', '399e30fd-2859-49ae-bb9f-2e7dbe20f437', '13291d37-7edc-43d2-94d8-4a38ddd65706', '97979bd9-9b31-4e83-b4b6-af601fa9f0ac', '81d83cc3-1b18-4526-96e8-2431a1e6158b', '208700d4-0678-4457-838d-1ac0ff97a007', '632aa890-fc72-4fe2-9e81-3581df5b23e5', 'e780e8d1-4c1f-4e41-bbd9-bc788fa97704', 'f816d8ca-4f0a-425d-88c5-43fdf429e8ff', '822d0325-420d-4ed1-ba76-500f2b320b90', 'd21016dc-9b7e-4dd3-9334-86466eacec20', 'd36b9007-340d-4bf1-8bad-374873245f0c']"
681,mt0003937938,"['850fd922-0851-4415-8a1e-99208cf7186e', 'bb7a917b-9e6a-44de-aed5-dc57bd24bcd3', '63fb4814-91ed-4162-8f95-78d27336f2ab', 'daab8441-552a-45ee-b82b-73d9f521d713', '3b9c7cbd-27a3-4aa0-9a44-2f89a3853cc7', '40bbc021-e0cb-4d98-9d3b-0c52ca91f221', '9f4d2382-c496-4e94-81f7-6d00d6f0abb0', '0ca04afc-06b1-493f-94c8-fd78c908405e', 'c1c81240-db30-4ea2-9392-e85bbf08956a', '47b738c1-6fba-4245-8ebb-41022b36b63f', 'ff429267-e3ce-4ea8-a3da-b5608f08a0b9', '50847811-4f1a-40a3-aed3-6c16bb281a65', '371e7615-9900-4ff7-bff6-dfd724d211ff', '9c2977ac-a435-446b-9d35-a161eddce44a', 'd9fd53d5-9c15-489e-9b8e-af30fa243ab2', 'b68bce6d-a424-47cd-9172-1b033a18b0d3', '9f27ac20-3d53-4886-9c5d-9776cbc42084', '5b3b7cc2-70c5-4a96-8a17-6786883c525b', 'adbff1e0-b74b-480d-b165-20e93cf0a858', '892c313b-8c65-4a3c-99af-d5cda51ace2c', 'dd531f55-76c2-4423-975a-22f5b19a53ed', '618425a1-fead-4e62-877b-6f56f4cdad47', 'fc020eb9-4612-4c03-800e-c11a334ef37e', '199fcdd5-15e9-4a11-8476-24af77b3515c', '3a8a3e93-79ea-4b8d-ab11-b0a1cd236de4']"
682,mt0003003538,['f2c30ee0-6d29-4d7f-9893-1a676f748634']
683,mt0018877958,"['72c12d59-0f50-4c89-ab26-eae76c52e2f7', '9027f04b-961e-4a8c-9515-f99ef6029098', '2d329067-98a7-495a-9390-ccd39b5bb38e', '340741e7-680b-4231-bfd6-68b750290f9c', '9f98b682-5178-4713-b188-e1826ccaecd8', '89ff91f6-cdee-4a00-8fe2-9ac517c22227', '6dc40136-7eaf-4b1e-a51d-55751104148d', 'effd6c6d-23c9-452d-8a55-128265eacf6b', 'd6efedec-9e27-4157-bd56-f7df7948ffb8', '0c874f41-d510-4635-b2de-ef1210b24644', '54e57029-6572-4bcb-a3ae-fa2b7ca2272c', '6050eea6-ab38-4918-b4a7-11d0888fc123', '1eddd447-d67f-4f4e-9497-437c9e119d03', '4029abb4-9b45-4b20-906a-3a78bc370cd2', '29de65da-db1e-4e5b-967d-c4a420e9a8f7', '446267aa-ee1a-4c63-9299-83dfd00e3ddf', '7fe13639-79e6-43b6-af05-9878660f54a6', '52ec139d-23cd-4b39-bcfc-1a503e6d1dd0', 'd802ff34-37e3-4353-a764-320298cbef2d', '0f7e99a8-0b62-4655-beb8-5a2791cd52a9', '6b2188c2-60a2-4575-9e7d-c56014f88c74', 'ef1da7ca-db0b-4315-aa79-7adcc51be93c', '4635b771-8cbe-49b3-b6f4-a1ffa1f76f56']"
684,mt0018890667,['cfe5c779-3b64-4e1c-a63c-5d1dd00e007b']
685,mt0000468261,"['045d85b0-f372-4ff1-a9be-59d1762dde63', '24f107cd-b1c1-4943-a236-fa517bc0c381', 'c2240aeb-1017-4cfa-b4b4-db16f924cd45', '92855ff8-6420-4d55-8d73-80aad9751a97', '451a4942-5331-40a8-9508-c549cd033605', '0c529a9a-fbe6-4efb-9d93-022c909ef907', '2da29aea-65a5-432a-b4ad-9b71c4808917', '956c14d2-35a2-4b6d-9484-02dc2ab3ab58', 'e011ddd1-ee0c-43ab-bd6e-fca42d5aef45', '97b64acb-6cb9-442c-ab7c-ca73a51c371c', '1c1d47bc-541c-4e35-a081-f47ae336597d', 'f8d4f757-bc3f-4b8a-b35a-e8e5e11d7291', '426bc0f3-2d60-4edd-98fc-5ced8cb4246c', '9f479e59-443a-4493-99de-211d3a9ad27e', '7ad41ab7-e580-4733-a404-de1937fb462d', 'ca675fa9-a3cb-4675-aa62-dd0f4a3e2be8', '99e20cb7-cd26-412b-be63-2f62c7329821', 'beac5148-7b9e-4c44-b949-576e68e7dc24', 'f7e17b80-c7bc-46a2-990a-a7bb294ea2cc', 'fa582ace-a20f-4622-ac85-9a872b8b3cf2', 'd6b1d6dd-ff01-41be-8515-c4031eb0fe34', '664beffd-87bf-452f-bc73-22d61c293729']"
686,mt0004293259,"['eb25094a-23dd-40ef-b9d4-22a515988f23', 'ea05a0d2-60c7-41b8-bc78-22c1e5189966', 'c71b9c23-2c7b-40cf-9363-3490feb89c3b', '3bbc5bba-08e3-45dd-ae55-b650ed36cd3e', 'a73745a8-4f51-44d8-bca4-a31b8ad36446', '023fb9d9-1134-4191-8910-088c62b9d305', 'cfd01fc7-995e-4515-a4ce-9800dfcef040', '4bc6a55e-6390-45a0-9326-2acd590a698f', '2a04f5c2-0084-46a8-a510-466fee828395', '01460bc2-fc71-4662-90f5-83aaa544b766', 'fe4758a6-a118-4593-aae1-900a77d674e3', 'cbd9c767-b827-4d08-aa9f-cd7e0b90caec', '652fb54b-50f3-4f53-b066-3ea39fb0619f', 'e1fd6fc2-c3b0-4f90-b8e8-ff860f57e61f', '803b9f67-2770-4bc0-91a6-be758e23b8c9', 'a44919a9-8dfb-4acc-a98f-78bcc927f977', '50bd0ac9-bed8-4881-8d96-75f1a333244b', '8ae157f3-f106-4f43-9539-db692857b197', '5a85332c-c7d1-4c88-8518-beb8745b941f', 'bea6f54e-f02e-4db3-be26-8869e08e3836', '8e72c087-07fc-476d-83d2-938e938e7738', 'c1a1f224-0b9b-46f3-92d0-b9c10b9ac11b', '2abbd6f1-4d80-4001-9092-8c231129c51a', '05ab452f-55f3-4ed9-b54b-f081a86d31f4', '174fa7a0-9b48-4029-a281-5c7ee1d68eb4']"
687,mt0005350465,"['6d16efd2-be67-4c27-8395-81bfd6b9564a', 'aeb8f4c0-4583-408e-817b-36457a536da1', '987374e6-4d7a-4ed7-a23d-50331e8b3b83', 'f4d29a65-dc09-4bf7-88e9-2f45a6ae0538', 'b2b20497-ef69-43ed-a2ed-1dd8d912c2df', '32a5edeb-8359-4b08-86d4-5e49157eb535', '78d3d1a5-3dcd-4e6a-91a6-c09ebb2559e8', 'a93f8b90-85eb-44ba-982d-fff185a8214c', '60142d45-6ae1-4f84-b7dd-09b03ca3a0d8', 'db790e0d-a68d-4de4-b4c3-2147aaeb56ca', '3c8a29e9-18e5-4ee8-b1ec-f20fdc872085', 'f5580eb4-0439-4224-ab76-fdea4195a43c', '2da9fa4e-d725-40f8-bb8a-42d1d7b46527']"
688,mt0018878756,"['b562683d-655f-45c7-a0b6-5bcfb2be1f65', 'ca6b5c7c-2287-4f84-8597-9553fb182eed', '9934c2d5-155d-487d-853b-6b248c9281cc', 'c6954a10-1b42-4c90-a24a-ae123b6af296', 'd64d895a-bf8c-4b16-b8b2-9a49e7adaad9']"
689,mt0018884178,"['c82261b0-384a-4178-a5e2-ff26ac438df3', '3571323b-fe55-4a25-b32a-d1071c0544cf', 'f66f99db-2e12-4c53-a123-3fc765731ffd', 'e0518865-1222-431e-866d-ad8486ff0025', '8493822e-9c72-43f2-b4cd-bc17d2c34125', 'd57e9dd5-f8ce-40d5-8675-64ded5845036', '65282f44-7fa5-4b68-92a2-e6b7e758f9c3', '92b2f3ac-a6e6-468e-b376-075db411477d', '1e7ba493-c753-45f7-8427-b277ec4894f9', '5242531f-ccaa-4865-a15c-180067b8d50b', '78200d51-8d1d-4908-8d07-02226ced732b', '773c07c6-6fa8-44b8-ad2e-d196454a04f6', '98acc03b-7f9a-4d6d-b1f0-ec1db82e60ab', '4b114bd8-895e-43aa-bae1-1be6a40c6e8a', '07c559ba-bed5-4e42-a3bc-8dfd801ba215', 'f6afd3f8-6297-4e28-b33e-9e82b941c8ff', 'fa4d2c38-c42e-4705-b2de-a6870f0f6fa6', 'ce1653ce-8a5f-4669-bcf8-1a69e04a69fd', 'b420808f-7dea-47bf-8997-a45113023d56', '8d90c2cb-4efe-4fe5-942c-44afdbfa1b64', 'd938945b-adc4-4a82-8fe0-96541b863037', '2b09b8cd-3074-433e-93e7-a35631b15793', '04d51143-bd4d-419f-bb03-ce25974a7bf9', '740a08fb-ffae-482e-97ed-8844f10a58f7', 'bc84d304-a0f5-4c4b-b45e-e9d31cf39f67']"
690,mt0031317367,"['cf578db6-964b-4b05-a3b5-a2fc329daf32', '743b8013-ad8d-4511-ae9a-0a096145eeef', 'ad2b06c6-0494-40c1-9746-a5fbcb1a8bb9', '41c3d7e7-cfde-4236-ad83-1e2356764ade', 'e2816543-c16f-422d-98c2-7b897969b92e', 'acc3155c-1206-4bc1-8760-e7464b3b9c46', '84a9f005-bb19-41af-bd30-ceecae1bca1d', '2a90a04a-a751-42bb-b8c4-45cc5bf67e03', '6f633044-38e4-4a9d-9082-507785b9ffa1', '8e46a249-ea7e-4e36-900e-eee6deaf8869', 'a56fcfc9-4b39-4966-91ce-6d08bd4d9112', 'f8c8ba0f-9fd9-4ff6-b8e9-92edc6b75f13', '309006b4-f446-478a-9867-58abf05e36d4']"
691,mt0018878164,"['960af8b6-e317-47a8-aa0d-028902323ba7', 'cc303a9c-820f-4700-8f0a-c99f38bf76c0', 'f3187ec5-104a-45be-9584-7e77f3d38b83', 'ed94f83d-4b49-4a24-a858-5d1b0e1eb66c', 'd077a22c-ab42-4495-ac76-4b0bd3899ce0', '9c5d9477-a3d8-44be-a241-6574a5bac53b', '6d19190b-ca0b-4c3c-b45a-12aa9eec97f9', 'be1ff9b7-1146-4a27-a7e9-5f0bbf5f7ee9', 'f199d406-1838-450d-aa20-340702ca246c', '51ca7a30-ecf0-4d1b-9abd-b30a88b44582', '1afff75b-d69d-49f5-b906-0c35bafdac9d', 'f6d2ba40-4424-4467-a9d6-83135ce9ac0d', 'c97a23d7-9fdf-4942-86d4-083514852e35', '92386fb1-aeae-410d-ad5b-b35ce33a9e12', 'a1c66f82-17a4-4982-9079-a684471f93b4', '9f2bb48d-5d4c-40c3-8c40-c74377591cc0', '24bfc29c-f737-4936-a1f9-d9e03a8e95c7', '73f9f18b-ed46-42fb-8d06-67bc188f4107']"
692,mt0008920592,"['b3917737-5ada-49e8-9d1d-5089542c4518', 'e9e8e3fc-e531-472e-98a0-02e8180bd2f2', '7294f17e-0bfc-456d-8bd7-de1513c2ea67', '75838a87-dbf7-4745-9620-cbe52012a55f', 'e2ae5674-ee22-4faa-9ffd-910f1486a480', '601c20a0-ae9e-4f95-92b8-a29f91b22b3a']"
693,mt0018879718,"['c81dd46b-0ea5-4306-8cc7-1edce13385fd', '9ab075a4-54af-49c3-b4f0-c9d63c13b204', 'b5971f56-379e-4a8c-b63d-78e775a34f61', '2d077ccb-4a4b-4295-86ab-0884a7288b52', '761f374c-f7dc-467f-8348-7cd1ad097dff', 'e7d52dd3-3466-44df-96e8-aa6eda228abf', '0f0e1cc8-a835-43f2-b650-698472bb9a31']"
694,mt0018878871,['3cfb132d-7798-4a5d-827a-477b7ad868f5']
695,mt0018885358,"['517935ba-6a25-4532-b8d4-e993a319ae64', 'a905d60e-d3a3-4748-897e-f055f871e555', '7ffdfaf4-030a-42f7-84cb-2d41ff9a9da4', '5ba1c42d-b435-4538-9406-10267b4f2f08', 'f99f78d5-9989-443b-b5f4-acd1372e3955', '12a35d76-29bd-428e-90e1-89d9c04e5cbc', '90f29ada-b03e-489a-bc96-6a9504f3d283', 'fdd99c3d-085f-41dc-b85e-20cae1442c65']"
696,mt0003080417,"['88b182ac-cc99-4a35-bfcf-bd42a1f2453b', '4b1cff2b-388d-4717-9bb0-038886ec4af7', 'cea9195c-11e7-40ba-a6ce-1ef0d9409573', 'e08638a8-0b10-497a-9ad1-ff01de0856f7', 'f84b3a91-68bc-4f5a-9592-ddea9ddbe6ad', 'd585cde3-80d7-4e86-9a65-d9087af47da4', '00b69056-f118-4a8c-95d5-a7b47224aaf0', '3a449019-c530-4ad4-b8b9-e28d8312bb62', '569595ca-24af-44db-8c5f-e27d1ed1f0c5', 'b5e570ee-8298-4ced-89dd-832724f92423']"
697,mt0018878130,"['e3b90279-ba86-4344-a153-1e5039d42e93', 'd68ccaff-c8c7-42b1-965b-b7a9c4a02101', '4f4a48ff-7430-466f-8eff-a76b60961cb9', 'd3fb4abf-257c-48be-a953-b2dfa90eabde', '99cddc45-93a0-419a-86e5-27dbf7cd3f6d', '02613f68-c15a-4c3c-b1dc-6517662ca7ff', '1c74fc20-e470-401e-8e9f-f00de1373524', '55b6c53a-7e17-4f2b-841d-1a5673ca627b', 'd455b6fd-c34c-4532-b5ac-5dbdd6fc3d7a', 'add051ac-3146-4d66-bb89-24eead5ecf13', '41972989-5d64-44cb-b1bd-04ffa4ed58c3', '6fd16f0e-67ed-4425-8237-20c1da01eefa', 'b6bcfbae-07c7-440d-a51c-02d66c9ac297', '749c7697-0b4e-4f43-9172-675d51d1f900', 'd7221b09-1e9f-4274-b155-275a6391769e', '23a52294-05dd-4dc5-8635-864392a68887', '311e8656-4b11-4890-ad0d-3a9120d78212', '9202e238-9e35-490d-a9e7-24977493b094', 'be5b66f6-d7ec-4672-9f1b-849b0956f5b3', '0533841b-983f-42ca-8068-40febc1d5d21', '1c417958-ba0a-41e3-8439-f45d208b6ab4', '511ee19d-2c77-47ae-9eac-aba2c0abb482', '1683fa3f-70a3-4c94-89c7-02782a41bbc8', 'c72bca65-62f8-47c0-aceb-ad9d6753c701', '01bef121-4336-46d6-a3e5-d64c9f636886']"
698,mt0003013330,"['67c0f121-134b-488e-9c1f-23cc3d3efd6d', '9208e2ee-2d1f-4040-b738-56a7a9fbd374', 'e340ee68-cea1-436a-9ee7-9810b06e3139', '3263e216-3d2d-4cfc-a007-25ade4b40de2', 'a587d589-0905-4888-967c-90fdfd4cee48', 'f1496e02-278c-44ff-b857-44c82072bb7e', 'eb2fcd2e-b17f-4594-8d25-42fe3e12dbbc', 'e214e93b-fc2d-40a6-a3cb-8f65b5791c66']"
699,mt0001430740,"['88d17fc8-e077-4ff5-b508-26e7bac70da7', '93471c50-3f17-40ed-a899-0964ab0537d8', '8878edde-9e13-4e70-aad0-25ff5244f1ba', 'd1b4d454-a318-43b8-bb1f-5ae8ea89360f', 'dc0115fa-0506-4ec8-a69b-a5dc201b99f5', 'a5c82986-60bd-4784-a77a-2fc9c672452b', 'ed49bf2b-525b-4e68-be6c-c6f815879890', '738ba01f-6398-4faa-b414-8674c6a6e9ec', 'b005c900-c9fd-49ef-b303-7b1aa0350748', '854f92ca-acf8-43e3-b8f0-cdf918bed8ce', 'bf8b5a52-38e7-43e2-a6b4-dc8a9334846f', '3feded03-9d49-447f-aba5-c0b4056553c3', '6ddb0a0b-25da-4f9d-8533-d14889ed00ce', '51ca611a-3c90-493c-8379-d42fcc954a24', 'e8756b98-66a3-44c2-9be6-ae8873104243', '26093dea-55fa-4c11-a622-d947d156d1c4', '5d77dd97-22f5-46d7-ad96-129246a19ec2', 'e867ccf7-5177-4841-bb80-1412df98df4c', '5c046afa-a7a6-4af1-8471-7984a3832cf0', 'cd1f14df-9863-4cf9-b928-b7e42fc85aa7', '7739ecc0-711f-43ee-9425-6e281122e8a7', '0311ff95-0968-4114-a63f-79213a8c8c9a']"
700,mt0004033147,['0604c486-a8cc-46d6-b8c7-597746b2ccc1']
701,mt0009078028,['af087336-e79c-420a-815a-1cce49408f0d']
702,mt0012449125,['facf365b-dab0-4849-a6c3-509d707cd9c7']
